,rate
10834,4.3
10835,4.0
10836,4.3
10837,4.1
10838,4.2
10839,4.3
10840,3.7
10841,3.8
10842,4.3
10843,4.1
10844,4.1
10845,4.4
10846,4.4
10847,4.5
10848,4.0
10849,4.4
10850,3.700448817952718
10851,4.2
10852,4.7
10853,3.700448817952718
10854,4.1
10855,4.4
10856,4.1
10857,4.5
10858,3.700448817952718
10859,4.2
10860,4.3
10861,4.1
10862,3.8
10863,3.9
10864,3.7
10865,4.1
10866,4.1
10867,4.0
10868,4.1
10869,4.6
10870,4.2
10871,4.0
10872,3.9
10873,4.2
10874,4.1
10875,4.0
10876,4.0
10877,4.0
10878,3.9
10879,3.6
10880,4.1
10881,4.4
10882,4.2
10883,4.2
10884,4.1
10885,3.700448817952718
10886,4.1
10887,4.2
10888,3.9
10889,3.8
10890,4.1
10891,4.1
10892,3.7
10893,4.1
10894,3.8
10895,4.1
10896,4.1
10897,4.0
10898,3.9
10899,3.9
10900,4.1
10901,4.2
10902,3.9
10903,3.6
10904,4.0
10905,4.0
10906,4.0
10907,4.2
10908,4.1
10909,4.0
10910,4.0
10911,4.1
10912,3.9
10913,4.2
10914,4.0
10915,3.7
10916,4.4
10917,4.3
10918,3.8
10919,3.9
10920,3.7
10921,3.9
10922,3.9
10923,4.0
10924,3.9
10925,4.2
10926,4.1
10927,3.7
10928,3.700448817952718
10929,4.5
10930,4.2
10931,3.9
10932,3.9
10933,3.2
10934,3.700448817952718
10935,4.3
10936,3.7
10937,3.5
10938,3.7
10939,4.0
10940,3.700448817952718
10941,4.1
10942,3.8
10943,3.8
10944,3.8
10945,4.1
10946,3.8
10947,4.0
10948,4.1
10949,4.2
10950,4.1
10951,3.2
10952,4.2
10953,4.2
10954,3.3
10955,3.8
10956,3.8
10957,3.7
10958,3.7
10959,3.5
10960,4.3
10961,3.9
10962,4.4
10963,3.9
10964,4.2
10965,4.1
10966,4.3
10967,4.2
10968,3.700448817952718
10969,4.3
10970,3.0
10971,3.7
10972,4.3
10973,4.0
10974,3.8
10975,3.0
10976,4.1
10977,3.9
10978,3.700448817952718
10979,3.1
10980,3.6
10981,3.6
10982,4.0
10983,3.7
10984,3.8
10985,3.9
10986,3.8
10987,4.1
10988,3.4
10989,4.1
10990,3.2
10991,3.7
10992,4.0
10993,3.8
10994,3.8
10995,4.0
10996,3.5
10997,2.9
10998,3.3
10999,3.9
11000,3.9
11001,3.6
11002,3.4
11003,3.8
11004,4.2
11005,3.7
11006,3.8
11007,3.8
11008,3.9
11009,4.0
11010,3.8
11011,3.8
11012,2.6
11013,3.4
11014,3.8
11015,3.4
11016,4.2
11017,3.6
11018,3.9
11019,3.9
11020,3.7
11021,4.0
11022,3.8
11023,4.0
11024,3.700448817952718
11025,3.9
11026,3.6
11027,4.2
11028,3.5
11029,3.700448817952718
11030,3.7
11031,4.0
11032,3.8
11033,3.700448817952718
11034,3.5
11035,4.2
11036,4.1
11037,3.7
11038,3.7
11039,3.0
11040,3.8
11041,3.7
11042,4.0
11043,3.6
11044,3.9
11045,3.7
11046,3.9
11047,3.8
11048,3.3
11049,4.0
11050,3.3
11051,3.3
11052,3.8
11053,3.6
11054,3.700448817952718
11055,3.3
11056,3.8
11057,3.7
11058,3.8
11059,3.8
11060,3.9
11061,4.2
11062,3.8
11063,4.1
11064,3.4
11065,3.700448817952718
11066,4.2
11067,3.6
11068,3.1
11069,3.1
11070,3.7
11071,3.3
11072,3.700448817952718
11073,3.8
11074,3.8
11075,3.9
11076,3.6
11077,3.6
11078,4.0
11079,3.9
11080,3.6
11081,3.6
11082,2.6
11083,3.5
11084,3.700448817952718
11085,3.6
11086,3.7
11087,3.6
11088,4.0
11089,3.2
11090,3.700448817952718
11091,3.700448817952718
11092,3.9
11093,3.3
11094,3.8
11095,3.4
11096,3.9
11097,3.3
11098,3.6
11099,3.8
11100,3.2
11101,3.8
11102,3.700448817952718
11103,3.4
11104,3.5
11105,3.700448817952718
11106,3.8
11107,3.4
11108,3.7
11109,3.5
11110,3.700448817952718
11111,3.700448817952718
11112,3.8
11113,3.7
11114,3.700448817952718
11115,3.9
11116,3.9
11117,3.7
11118,3.5
11119,3.2
11120,3.5
11121,3.4
11122,3.0
11123,2.8
11124,3.9
11125,3.5
11126,3.700448817952718
11127,3.8
11128,3.7
11129,3.1
11130,3.9
11131,3.9
11132,3.4
11133,3.6
11134,3.9
11135,3.2
11136,3.9
11137,3.0
11138,3.6
11139,4.0
11140,3.9
11141,3.6
11142,4.1
11143,3.8
11144,3.5
11145,3.3
11146,2.8
11147,3.5
11148,3.3
11149,3.7
11150,3.700448817952718
11151,3.700448817952718
11152,3.700448817952718
11153,3.7
11154,2.8
11155,3.7
11156,3.700448817952718
11157,3.5
11158,4.2
11159,3.700448817952718
11160,3.4
11161,3.3
11162,3.9
11163,3.0
11164,2.7
11165,3.3
11166,3.700448817952718
11167,3.700448817952718
11168,3.700448817952718
11169,3.700448817952718
11170,3.700448817952718
11171,3.700448817952718
11172,3.700448817952718
11173,3.700448817952718
11174,3.700448817952718
11175,3.700448817952718
11176,3.9
11177,3.700448817952718
11178,3.700448817952718
11179,3.5
11180,3.700448817952718
11181,2.7
11182,3.6
11183,2.3
11184,3.6
11185,3.700448817952718
11186,3.9
11187,3.4
11188,2.8
11189,3.9
11190,4.2
11191,3.1
11192,3.700448817952718
11193,3.5
11194,3.7
11195,3.1
11196,3.2
11197,2.8
11198,3.8
11199,3.3
11200,3.3
11201,3.5
11202,3.6
11203,3.700448817952718
11204,3.700448817952718
11205,3.700448817952718
11206,3.6
11207,3.5
11208,3.3
11209,3.3
11210,3.3
11211,3.1
11212,2.8
11213,3.7
11214,3.8
11215,3.6
11216,2.9
11217,3.700448817952718
11218,3.700448817952718
11219,3.700448817952718
11220,3.700448817952718
11221,3.700448817952718
11222,3.700448817952718
11223,3.700448817952718
11224,3.700448817952718
11225,3.700448817952718
11226,3.700448817952718
11227,3.700448817952718
11228,3.5
11229,3.3
11230,3.3
11231,3.7
11232,3.8
11233,3.2
11234,3.0
11235,3.9
11236,3.5
11237,3.5
11238,3.6
11239,3.8
11240,3.3
11241,3.2
11242,3.3
11243,3.3
11244,2.2
11245,3.2
11246,3.7
11247,3.3
11248,3.4
11249,3.1
11250,3.700448817952718
11251,3.700448817952718
11252,3.700448817952718
11253,3.700448817952718
11254,3.700448817952718
11255,3.700448817952718
11256,3.700448817952718
11257,3.700448817952718
11258,3.700448817952718
11259,3.700448817952718
11260,3.700448817952718
11261,3.700448817952718
11262,3.700448817952718
11263,3.700448817952718
11264,3.700448817952718
11265,3.700448817952718
11266,3.700448817952718
11267,3.700448817952718
11268,3.700448817952718
11269,3.2
11270,3.9
11271,3.700448817952718
11272,3.700448817952718
11273,3.4
11274,2.9
11275,3.5
11276,3.3
11277,3.4
11278,3.8
11279,3.6
11280,3.4
11281,3.2
11282,3.2
11283,2.7
11284,3.3
11285,3.3
11286,2.8
11287,3.8
11288,3.1
11289,3.700448817952718
11290,3.2
11291,3.6
11292,3.700448817952718
11293,3.3
11294,2.9
11295,3.700448817952718
11296,3.7
11297,3.4
11298,3.700448817952718
11299,3.8
11300,3.2
11301,3.3
11302,3.2
11303,3.5
11304,3.6
11305,3.700448817952718
11306,3.0
11307,3.700448817952718
11308,3.700448817952718
11309,3.4
11310,3.1
11311,3.700448817952718
11312,3.2
11313,3.700448817952718
11314,3.5
11315,3.700448817952718
11316,3.700448817952718
11317,3.700448817952718
11318,3.700448817952718
11319,2.7
11320,3.5
11321,3.2
11322,3.3
11323,3.700448817952718
11324,3.3
11325,3.5
11326,3.700448817952718
11327,3.6
11328,3.700448817952718
11329,3.3
11330,3.6
11331,2.7
11332,3.0
11333,3.1
11334,3.7
11335,4.1
11336,3.3
11337,3.8
11338,3.0
11339,3.1
11340,2.8
11341,3.1
11342,3.8
11343,3.8
11344,3.4
11345,3.8
11346,3.0
11347,3.1
11348,2.3
11349,3.8
11350,2.5
11351,4.5
11352,3.700448817952718
11353,4.4
11354,4.1
11355,4.0
11356,3.0
11357,3.5
11358,3.700448817952718
11359,3.5
11360,4.6
11361,4.4
11362,4.5
11363,3.700448817952718
11364,4.4
11365,4.4
11366,4.5
11367,4.4
11368,4.8
11369,4.4
11370,4.6
11371,4.6
11372,4.5
11373,4.4
11374,3.9
11375,4.0
11376,4.3
11377,4.2
11378,3.700448817952718
11379,4.1
11380,4.1
11381,4.1
11382,4.2
11383,4.1
11384,3.9
11385,3.9
11386,4.0
11387,3.9
11388,3.9
11389,3.9
11390,3.8
11391,3.4
11392,3.8
11393,3.5
11394,2.8
11395,3.3
11396,4.4
11397,4.5
11398,3.700448817952718
11399,4.1
11400,4.0
11401,3.0
11402,3.5
11403,3.700448817952718
11404,3.700448817952718
11405,3.7
11406,4.7
11407,4.5
11408,4.5
11409,4.5
11410,4.4
11411,4.3
11412,4.5
11413,4.9
11414,4.8
11415,4.4
11416,4.6
11417,4.3
11418,4.4
11419,3.9
11420,4.3
11421,4.3
11422,3.700448817952718
11423,4.2
11424,4.2
11425,4.4
11426,4.1
11427,4.1
11428,4.1
11429,4.1
11430,4.2
11431,4.1
11432,3.9
11433,3.9
11434,3.9
11435,4.0
11436,3.9
11437,3.9
11438,3.9
11439,3.8
11440,3.0
11441,3.9
11442,3.4
11443,3.8
11444,3.5
11445,3.3
11446,3.700448817952718
11447,3.3
11448,3.8
11449,4.2
11450,4.4
11451,4.5
11452,4.0
11453,4.5
11454,4.3
11455,4.4
11456,4.6
11457,4.0
11458,4.3
11459,4.3
11460,4.4
11461,4.3
11462,4.3
11463,3.7
11464,4.1
11465,4.3
11466,4.2
11467,4.3
11468,4.0
11469,4.0
11470,4.0
11471,4.0
11472,4.3
11473,4.3
11474,4.0
11475,3.9
11476,3.9
11477,3.1
11478,2.8
11479,3.9
11480,2.8
11481,3.9
11482,4.1
11483,3.0
11484,3.7
11485,3.9
11486,3.8
11487,4.2
11488,3.5
11489,3.0
11490,3.8
11491,3.8
11492,3.9
11493,3.8
11494,3.3
11495,3.6
11496,3.8
11497,2.3
11498,4.1
11499,4.0
11500,4.2
11501,4.2
11502,3.8
11503,3.8
11504,2.9
11505,3.1
11506,3.3
11507,3.9
11508,4.3
11509,4.3
11510,4.2
11511,4.6
11512,4.0
11513,4.4
11514,4.3
11515,4.3
11516,4.1
11517,3.9
11518,4.1
11519,3.0
11520,3.700448817952718
11521,4.2
11522,4.4
11523,4.5
11524,4.4
11525,4.1
11526,4.3
11527,4.3
11528,4.2
11529,4.1
11530,4.1
11531,4.3
11532,4.0
11533,4.1
11534,3.7
11535,4.0
11536,4.2
11537,3.6
11538,4.2
11539,3.7
11540,4.0
11541,3.8
11542,3.700448817952718
11543,4.1
11544,3.9
11545,3.9
11546,4.0
11547,4.0
11548,3.8
11549,3.6
11550,4.3
11551,3.8
11552,3.8
11553,3.7
11554,3.7
11555,3.9
11556,3.4
11557,3.4
11558,4.2
11559,2.8
11560,3.8
11561,3.7
11562,3.6
11563,3.6
11564,3.700448817952718
11565,3.1
11566,3.2
11567,4.1
11568,3.700448817952718
11569,3.3
11570,3.700448817952718
11571,3.700448817952718
11572,3.700448817952718
11573,3.3
11574,3.8
11575,3.6
11576,3.700448817952718
11577,4.7
11578,4.0
11579,4.3
11580,4.1
11581,4.3
11582,4.2
11583,3.9
11584,3.7
11585,3.5
11586,4.0
11587,3.7
11588,4.2
11589,3.700448817952718
11590,3.700448817952718
11591,3.1
11592,3.700448817952718
11593,3.5
11594,3.1
11595,4.1
11596,3.1
11597,3.8
11598,4.0
11599,3.8
11600,3.3
11601,4.1
11602,4.4
11603,3.0
11604,3.7
11605,3.9
11606,3.700448817952718
11607,4.3
11608,4.1
11609,4.0
11610,3.7
11611,3.7
11612,3.4
11613,4.1
11614,2.1
11615,3.2
11616,4.3
11617,3.9
11618,3.7
11619,3.8
11620,4.0
11621,3.5
11622,3.6
11623,4.0
11624,3.9
11625,4.1
11626,3.8
11627,2.7
11628,3.700448817952718
11629,3.6
11630,3.7
11631,4.1
11632,4.0
11633,4.3
11634,3.3
11635,4.4
11636,4.3
11637,3.7
11638,3.4
11639,4.6
11640,3.7
11641,3.700448817952718
11642,3.5
11643,3.5
11644,4.7
11645,4.3
11646,3.700448817952718
11647,4.3
11648,3.8
11649,3.5
11650,3.4
11651,4.4
11652,4.3
11653,4.9
11654,3.9
11655,3.3
11656,3.4
11657,3.700448817952718
11658,3.5
11659,3.8
11660,3.8
11661,3.2
11662,3.6
11663,4.1
11664,4.0
11665,3.6
11666,4.4
11667,4.3
11668,3.7
11669,4.3
11670,4.3
11671,3.3
11672,3.3
11673,3.0
11674,3.7
11675,4.4
11676,4.3
11677,4.4
11678,3.4
11679,3.6
11680,4.1
11681,3.8
11682,4.4
11683,3.9
11684,3.7
11685,4.1
11686,3.9
11687,4.5
11688,3.700448817952718
11689,3.9
11690,4.5
11691,3.9
11692,4.0
11693,3.700448817952718
11694,3.700448817952718
11695,4.6
11696,4.4
11697,3.8
11698,3.9
11699,4.0
11700,3.9
11701,3.5
11702,4.3
11703,3.6
11704,2.5
11705,3.0
11706,3.3
11707,4.2
11708,3.8
11709,3.3
11710,3.2
11711,3.9
11712,4.1
11713,3.8
11714,3.8
11715,4.2
11716,3.5
11717,3.700448817952718
11718,3.9
11719,4.3
11720,4.2
11721,3.9
11722,3.4
11723,4.4
11724,4.0
11725,3.5
11726,4.2
11727,3.6
11728,4.1
11729,3.9
11730,3.1
11731,3.3
11732,4.0
11733,4.2
11734,3.4
11735,2.8
11736,3.700448817952718
11737,3.2
11738,3.700448817952718
11739,3.7
11740,4.0
11741,4.1
11742,3.6
11743,3.7
11744,3.5
11745,2.9
11746,4.0
11747,3.6
11748,4.1
11749,4.0
11750,4.3
11751,3.7
11752,3.9
11753,4.3
11754,4.2
11755,4.4
11756,3.2
11757,4.0
11758,3.9
11759,4.1
11760,3.2
11761,4.1
11762,3.9
11763,3.700448817952718
11764,4.3
11765,4.0
11766,4.4
11767,3.8
11768,3.8
11769,3.9
11770,3.5
11771,3.3
11772,2.9
11773,4.0
11774,3.4
11775,3.700448817952718
11776,2.7
11777,3.6
11778,3.8
11779,3.9
11780,4.4
11781,3.6
11782,3.9
11783,3.9
11784,3.9
11785,4.2
11786,3.8
11787,4.1
11788,4.2
11789,3.8
11790,3.9
11791,3.0
11792,3.2
11793,4.3
11794,3.700448817952718
11795,3.5
11796,4.1
11797,3.9
11798,3.700448817952718
11799,4.3
11800,3.5
11801,2.9
11802,3.1
11803,4.0
11804,3.700448817952718
11805,3.7
11806,4.0
11807,4.3
11808,4.1
11809,3.4
11810,3.6
11811,4.2
11812,3.700448817952718
11813,4.2
11814,3.9
11815,4.0
11816,3.8
11817,3.7
11818,3.0
11819,4.2
11820,3.8
11821,4.0
11822,4.2
11823,3.5
11824,3.4
11825,3.1
11826,3.7
11827,3.700448817952718
11828,3.7
11829,4.3
11830,4.3
11831,4.1
11832,4.5
11833,4.4
11834,4.3
11835,4.3
11836,4.1
11837,4.4
11838,3.700448817952718
11839,4.3
11840,4.1
11841,4.2
11842,3.7
11843,4.1
11844,4.0
11845,4.0
11846,3.9
11847,4.0
11848,3.9
11849,3.9
11850,4.2
11851,3.6
11852,3.8
11853,2.7
11854,3.8
11855,3.4
11856,3.8
11857,3.700448817952718
11858,3.6
11859,4.0
11860,3.8
11861,4.0
11862,3.9
11863,3.4
11864,3.7
11865,3.6
11866,3.9
11867,3.8
11868,3.2
11869,3.6
11870,3.700448817952718
11871,4.3
11872,3.3
11873,3.8
11874,3.7
11875,3.0
11876,3.7
11877,3.700448817952718
11878,3.7
11879,3.9
11880,3.8
11881,3.8
11882,3.700448817952718
11883,3.700448817952718
11884,3.3
11885,3.700448817952718
11886,3.0
11887,2.8
11888,3.700448817952718
11889,3.7
11890,4.0
11891,2.7
11892,3.1
11893,3.8
11894,3.700448817952718
11895,3.9
11896,3.1
11897,3.3
11898,3.9
11899,2.9
11900,3.2
11901,3.3
11902,4.1
11903,3.2
11904,3.8
11905,3.5
11906,3.6
11907,3.700448817952718
11908,3.3
11909,3.2
11910,3.6
11911,3.700448817952718
11912,3.700448817952718
11913,3.4
11914,3.4
11915,3.700448817952718
11916,3.1
11917,3.700448817952718
11918,3.6
11919,3.700448817952718
11920,3.7
11921,3.700448817952718
11922,3.8
11923,3.6
11924,3.0
11925,3.5
11926,3.6
11927,3.9
11928,3.0
11929,3.6
11930,3.4
11931,3.1
11932,3.700448817952718
11933,3.700448817952718
11934,3.700448817952718
11935,3.700448817952718
11936,3.700448817952718
11937,3.700448817952718
11938,3.700448817952718
11939,3.700448817952718
11940,3.700448817952718
11941,3.700448817952718
11942,3.700448817952718
11943,3.700448817952718
11944,4.2
11945,3.700448817952718
11946,3.700448817952718
11947,3.3
11948,3.4
11949,3.8
11950,3.4
11951,3.6
11952,3.700448817952718
11953,3.700448817952718
11954,3.700448817952718
11955,3.700448817952718
11956,3.0
11957,3.700448817952718
11958,3.700448817952718
11959,3.700448817952718
11960,3.700448817952718
11961,3.700448817952718
11962,3.700448817952718
11963,3.700448817952718
11964,3.3
11965,3.700448817952718
11966,3.700448817952718
11967,3.3
11968,3.700448817952718
11969,3.700448817952718
11970,3.2
11971,3.700448817952718
11972,3.700448817952718
11973,3.700448817952718
11974,3.700448817952718
11975,3.700448817952718
11976,3.700448817952718
11977,3.700448817952718
11978,3.700448817952718
11979,3.700448817952718
11980,3.700448817952718
11981,3.700448817952718
11982,3.700448817952718
11983,3.700448817952718
11984,3.700448817952718
11985,3.700448817952718
11986,2.6
11987,3.3
11988,4.1
11989,3.700448817952718
11990,3.700448817952718
11991,3.7
11992,3.700448817952718
11993,3.4
11994,3.700448817952718
11995,3.9
11996,3.700448817952718
11997,3.700448817952718
11998,3.700448817952718
11999,4.3
12000,4.1
12001,3.700448817952718
12002,2.9
12003,3.700448817952718
12004,3.7
12005,4.2
12006,3.1
12007,3.7
12008,3.5
12009,3.1
12010,3.9
12011,3.6
12012,3.9
12013,3.8
12014,3.5
12015,3.8
12016,3.4
12017,3.8
12018,4.3
12019,4.2
12020,3.5
12021,3.8
12022,3.5
12023,4.0
12024,3.6
12025,4.2
12026,3.7
12027,2.2
12028,3.4
12029,4.4
12030,4.2
12031,3.9
12032,3.7
12033,3.700448817952718
12034,3.8
12035,4.0
12036,3.7
12037,3.6
12038,3.6
12039,3.5
12040,3.6
12041,4.2
12042,2.8
12043,3.7
12044,3.6
12045,3.5
12046,2.9
12047,3.2
12048,2.9
12049,4.0
12050,3.4
12051,3.700448817952718
12052,3.700448817952718
12053,3.7
12054,4.1
12055,3.5
12056,3.8
12057,3.6
12058,3.2
12059,4.1
12060,3.0
12061,3.6
12062,3.5
12063,3.7
12064,4.0
12065,3.3
12066,4.1
12067,3.7
12068,4.2
12069,4.4
12070,3.9
12071,3.9
12072,3.700448817952718
12073,2.8
12074,3.0
12075,3.9
12076,3.700448817952718
12077,3.2
12078,3.1
12079,3.9
12080,3.3
12081,3.1
12082,3.700448817952718
12083,2.8
12084,3.3
12085,3.3
12086,3.5
12087,3.7
12088,3.6
12089,3.8
12090,3.2
12091,4.1
12092,3.0
12093,3.8
12094,3.6
12095,3.4
12096,3.2
12097,3.700448817952718
12098,3.700448817952718
12099,3.700448817952718
12100,3.4
12101,3.8
12102,3.5
12103,3.7
12104,3.1
12105,3.700448817952718
12106,3.4
12107,3.6
12108,3.5
12109,3.5
12110,3.700448817952718
12111,3.8
12112,3.9
12113,3.1
12114,4.2
12115,4.0
12116,3.6
12117,2.8
12118,3.9
12119,3.7
12120,3.8
12121,4.1
12122,3.9
12123,3.8
12124,4.1
12125,4.1
12126,3.9
12127,3.8
12128,3.4
12129,3.7
12130,3.5
12131,3.8
12132,3.6
12133,4.0
12134,3.9
12135,4.1
12136,3.2
12137,3.1
12138,4.0
12139,3.7
12140,3.8
12141,3.9
12142,4.0
12143,3.7
12144,3.700448817952718
12145,3.2
12146,3.9
12147,2.8
12148,3.3
12149,4.0
12150,2.9
12151,3.8
12152,3.3
12153,3.3
12154,3.700448817952718
12155,3.1
12156,3.700448817952718
12157,3.1
12158,3.700448817952718
12159,4.2
12160,3.2
12161,3.2
12162,3.7
12163,3.5
12164,2.8
12165,3.700448817952718
12166,4.2
12167,3.7
12168,3.3
12169,3.5
12170,4.0
12171,3.700448817952718
12172,4.1
12173,3.9
12174,3.5
12175,3.3
12176,3.6
12177,4.1
12178,3.6
12179,3.700448817952718
12180,3.2
12181,3.700448817952718
12182,4.2
12183,3.2
12184,3.6
12185,3.700448817952718
12186,3.700448817952718
12187,3.700448817952718
12188,3.700448817952718
12189,3.3
12190,3.3
12191,3.6
12192,3.700448817952718
12193,3.4
12194,3.700448817952718
12195,3.700448817952718
12196,3.700448817952718
12197,3.3
12198,3.4
12199,3.3
12200,3.2
12201,3.6
12202,3.700448817952718
12203,3.700448817952718
12204,3.700448817952718
12205,3.2
12206,3.700448817952718
12207,4.4
12208,3.700448817952718
12209,3.700448817952718
12210,3.5
12211,3.700448817952718
12212,3.700448817952718
12213,3.3
12214,3.700448817952718
12215,3.700448817952718
12216,3.7
12217,3.700448817952718
12218,3.700448817952718
12219,3.1
12220,4.1
12221,4.1
12222,3.8
12223,4.4
12224,4.3
12225,3.8
12226,4.4
12227,3.5
12228,3.700448817952718
12229,4.0
12230,4.1
12231,4.2
12232,3.8
12233,3.8
12234,4.3
12235,4.4
12236,3.6
12237,4.4
12238,4.1
12239,4.1
12240,4.1
12241,4.2
12242,3.6
12243,4.2
12244,4.2
12245,4.3
12246,4.2
12247,3.2
12248,3.7
12249,4.3
12250,3.9
12251,3.2
12252,3.4
12253,4.2
12254,4.0
12255,4.1
12256,4.0
12257,4.3
12258,4.1
12259,4.4
12260,4.3
12261,3.700448817952718
12262,3.0
12263,2.8
12264,3.7
12265,3.700448817952718
12266,3.700448817952718
12267,3.9
12268,3.4
12269,2.5
12270,3.2
12271,3.8
12272,3.2
12273,3.700448817952718
12274,3.6
12275,3.700448817952718
12276,3.700448817952718
12277,4.0
12278,4.1
12279,4.3
12280,4.0
12281,4.0
12282,3.5
12283,4.3
12284,4.2
12285,4.9
12286,4.4
12287,4.1
12288,4.4
12289,4.3
12290,3.700448817952718
12291,4.1
12292,3.6
12293,4.5
12294,4.1
12295,4.3
12296,4.0
12297,4.5
12298,4.4
12299,4.1
12300,4.1
12301,4.2
12302,4.2
12303,4.0
12304,4.4
12305,4.0
12306,3.6
12307,4.0
12308,4.3
12309,4.0
12310,3.700448817952718
12311,4.0
12312,3.6
12313,3.5
12314,3.9
12315,4.1
12316,3.7
12317,3.9
12318,3.8
12319,4.0
12320,3.4
12321,3.9
12322,4.0
12323,4.2
12324,3.9
12325,4.2
12326,3.7
12327,2.9
12328,3.6
12329,3.8
12330,3.9
12331,3.700448817952718
12332,3.9
12333,3.8
12334,3.4
12335,3.6
12336,3.8
12337,3.5
12338,3.9
12339,2.9
12340,3.9
12341,3.4
12342,3.7
12343,3.7
12344,3.3
12345,3.700448817952718
12346,3.700448817952718
12347,3.700448817952718
12348,3.5
12349,3.4
12350,3.5
12351,3.8
12352,3.5
12353,3.4
12354,3.5
12355,3.5
12356,3.700448817952718
12357,3.700448817952718
12358,3.2
12359,3.700448817952718
12360,3.9
12361,3.700448817952718
12362,3.700448817952718
12363,3.700448817952718
12364,3.1
12365,3.7
12366,4.1
12367,4.0
12368,4.2
12369,3.700448817952718
12370,3.700448817952718
12371,3.4
12372,3.700448817952718
12373,3.2
12374,3.700448817952718
12375,3.700448817952718
12376,3.3
12377,3.700448817952718
12378,3.700448817952718
12379,3.700448817952718
12380,3.700448817952718
12381,3.700448817952718
12382,3.700448817952718
12383,3.700448817952718
12384,3.7
12385,3.700448817952718
12386,3.9
12387,4.0
12388,4.0
12389,3.7
12390,3.700448817952718
12391,4.7
12392,4.2
12393,4.1
12394,4.0
12395,4.3
12396,4.1
12397,3.700448817952718
12398,3.8
12399,4.2
12400,3.3
12401,3.5
12402,3.5
12403,3.5
12404,4.2
12405,3.6
12406,3.2
12407,3.8
12408,3.5
12409,3.700448817952718
12410,3.700448817952718
12411,3.700448817952718
12412,3.700448817952718
12413,3.5
12414,4.2
12415,4.1
12416,4.6
12417,4.3
12418,4.4
12419,4.2
12420,4.2
12421,4.5
12422,4.0
12423,4.4
12424,4.0
12425,4.3
12426,4.3
12427,4.2
12428,4.0
12429,4.3
12430,4.1
12431,4.3
12432,4.0
12433,3.9
12434,4.3
12435,4.1
12436,4.4
12437,4.1
12438,4.0
12439,4.3
12440,3.9
12441,3.9
12442,3.9
12443,3.0
12444,3.8
12445,1.8
12446,3.5
12447,3.3
12448,3.3
12449,3.7
12450,3.4
12451,4.0
12452,3.9
12453,4.1
12454,3.700448817952718
12455,3.8
12456,3.9
12457,3.5
12458,3.7
12459,3.1
12460,4.4
12461,4.2
12462,4.7
12463,4.5
12464,4.3
12465,4.5
12466,4.4
12467,4.4
12468,4.4
12469,4.3
12470,4.3
12471,4.6
12472,4.5
12473,4.4
12474,4.0
12475,4.4
12476,4.5
12477,4.6
12478,4.0
12479,4.5
12480,4.2
12481,4.6
12482,4.3
12483,4.1
12484,4.3
12485,4.3
12486,4.2
12487,4.3
12488,4.6
12489,4.6
12490,4.4
12491,4.4
12492,4.3
12493,4.3
12494,4.2
12495,3.9
12496,4.1
12497,4.3
12498,4.3
12499,4.4
12500,4.6
12501,4.3
12502,4.1
12503,4.3
12504,4.4
12505,4.3
12506,4.4
12507,4.3
12508,4.3
12509,3.9
12510,4.4
12511,4.5
12512,4.4
12513,4.4
12514,4.2
12515,4.2
12516,4.3
12517,4.3
12518,4.4
12519,4.3
12520,4.3
12521,4.3
12522,4.2
12523,4.4
12524,3.7
12525,4.1
12526,3.700448817952718
12527,4.4
12528,4.2
12529,4.3
12530,3.9
12531,4.2
12532,4.4
12533,4.3
12534,4.2
12535,4.5
12536,4.4
12537,4.1
12538,4.2
12539,4.4
12540,4.6
12541,4.1
12542,4.3
12543,4.3
12544,4.3
12545,4.0
12546,4.4
12547,4.3
12548,4.2
12549,4.3
12550,4.3
12551,3.9
12552,4.2
12553,4.0
12554,4.1
12555,4.0
12556,4.2
12557,4.1
12558,4.3
12559,4.2
12560,4.0
12561,4.2
12562,4.1
12563,4.1
12564,4.0
12565,4.3
12566,3.9
12567,4.1
12568,4.3
12569,3.9
12570,3.7
12571,3.9
12572,4.3
12573,4.0
12574,3.9
12575,4.1
12576,4.3
12577,4.1
12578,4.1
12579,4.3
12580,4.2
12581,4.1
12582,4.1
12583,4.2
12584,4.4
12585,4.1
12586,4.3
12587,4.0
12588,4.3
12589,3.9
12590,4.2
12591,4.0
12592,4.3
12593,4.1
12594,3.8
12595,4.0
12596,3.9
12597,4.1
12598,3.7
12599,4.1
12600,4.2
12601,4.2
12602,4.0
12603,2.0
12604,4.0
12605,3.9
12606,4.1
12607,3.6
12608,4.2
12609,4.2
12610,3.6
12611,4.4
12612,3.7
12613,4.1
12614,4.0
12615,4.0
12616,3.9
12617,4.2
12618,4.0
12619,3.8
12620,4.0
12621,4.0
12622,2.7
12623,3.9
12624,4.2
12625,3.9
12626,3.7
12627,3.7
12628,3.1
12629,3.8
12630,3.9
12631,3.8
12632,3.6
12633,3.6
12634,2.5
12635,4.0
12636,4.1
12637,3.5
12638,3.9
12639,3.9
12640,3.9
12641,3.1
12642,3.9
12643,2.8
12644,3.7
12645,4.1
12646,4.0
12647,4.0
12648,4.2
12649,3.6
12650,4.0
12651,4.0
12652,3.8
12653,2.9
12654,2.8
12655,3.5
12656,4.1
12657,4.0
12658,3.9
12659,3.9
12660,3.9
12661,2.8
12662,3.9
12663,4.1
12664,3.9
12665,3.8
12666,3.8
12667,4.3
12668,3.3
12669,3.8
12670,4.0
12671,4.1
